stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
379,187,"Trenton at Helm",,47.587362,-122.608284,,,,,,0
380,188,"Trenton at Stoneway",,47.583567,-122.608493,,,,,,0
381,189,"Trenton at Holman",,47.580798,-122.608404,,,,,,0
382,19,"Lebo Blvd at Reid Ave",,47.583030,-122.635889,,,,,,0
383,190,"Trenton at E. 22nd St.",,47.579604,-122.608429,,,,,,0
384,191,"Trenton at Cascade Trail",,47.578422,-122.608487,,,,,,0
385,192,"Trenton at Terrace",,47.577132,-122.608433,,,,,,0
386,193,"Trenton at E. 17th St.",,47.575286,-122.608465,,,,,,0
387,194,"Trenton at E. 16th St.",,47.573633,-122.608508,,,,,,0
388,195,"Trenton at E. 13th St.",,47.572354,-122.608559,,,,,,0
389,196,"E. 11th St. at Trenton",,47.570320,-122.609036,,,,,,0
390,197,"McWilliams Park & Ride (driveway)",,47.621248,-122.627908,,,,,,0
392,20,"Lebo Blvd at Stephenson",,47.583848,-122.637667,,,,,,0
393,200,"Pine Rd at Pearl",,47.597751,-122.639901,,,,,,0
394,201,"Pine Rd at Pinewood",,47.599698,-122.639799,,,,,,0
395,202,"Pine Rd at Roswell",,47.601971,-122.639659,,,,,,0
396,203,"Pine Rd at Normandy (across from the Elks)",,47.603076,-122.639502,,,,,,0
397,204,"Pine Rd at David",,47.604905,-122.639497,,,,,,0
398,205,"Pine Rd at Riddell Rd",,47.606648,-122.639392,,,,,,0
399,206,"Riddell Rd at Ridgemont",,47.606803,-122.636500,,,,,,0
400,207,"Redwood Plaza",,47.606838,-122.630392,,,,,,0
401,208,"Kitsap Mental Health",,47.611615,-122.623282,,,,,,0
402,209,"Fuson at Almira",,47.614177,-122.624312,,,,,,0
403,21,"Lebo Blvd at Hefner",,47.585516,-122.640845,,,,,,0
404,210,"Fuson at Hwy 303",,47.614148,-122.626513,,,,,,0
405,211,"Fred Meyer",,47.609435,-122.628622,,,,,,0
406,212,"Hwy 303 at McWilliams",,47.621781,-122.628620,,,,,,0
407,213,"Hwy 303 at Sutton",,47.642924,-122.628672,,,,,,0
409,215,"Hwy 303 at Brownsville Hwy",,47.645850,-122.629840,,,,,,0
410,216,"Hwy 303 at McWilliams",,47.620838,-122.629084,,,,,,0
411,217,"Fuson at Hwy 303",,47.614023,-122.626339,,,,,,0
412,218,"Fuson at Almira",,47.614047,-122.624510,,,,,,0
413,219,"Kitsap Mental Health",,47.611308,-122.623445,,,,,,0
414,22,"Lebo Blvd at Elm",,47.585988,-122.643957,,,,,,0
415,220,"Almira at Riddell",,47.606444,-122.623639,,,,,,0
416,221,"Redwood Plaza",,47.606918,-122.630706,,,,,,0
417,222,"Riddell at Ridgemont",,47.606912,-122.636494,,,,,,0
418,223,"Pine Rd at Riddell (before David)",,47.605109,-122.639644,,,,,,0
419,224,"Pine Rd at Normandy (Elks)",,47.602900,-122.639775,,,,,,0
420,225,"Pine Rd at Nantucket",,47.601288,-122.639921,,,,,,0
421,226,"Pine Rd at Pinewood",,47.599701,-122.639987,,,,,,0
422,227,"Pine Rd at Pearl",,47.597643,-122.640064,,,,,,0
423,23,"Sheridan Rd at Lebo Blvd (The Heights)",,47.587246,-122.644919,,,,,,0
424,234,"Almira at Riddell",,47.606442,-122.623498,,,,,,0
425,235,"Aegean at Curve",,47.624167,-122.612123,,,,,,0
426,236,"John Carlson at Thasos",,47.630857,-122.613075,,,,,,0
427,249,"McWilliams at Clover Blossom",,47.621290,-122.620135,,,,,,0
428,250,"McWilliams at Johnson",,47.621298,-122.618178,,,,,,0
429,251,"McWilliams at Haneberg",,47.621286,-122.616359,,,,,,0
430,252,"McWilliams at Kariotis Mobile Home Park",,47.621271,-122.609451,,,,,,0
431,253,"Sunset at McWilliams",,47.621618,-122.607552,,,,,,0
432,260,"John Carlson at Wembly",,47.632179,-122.615733,,,,,,0
433,261,"John Carlson at Wembly",,47.632134,-122.615522,,,,,,0
434,262,"Aegean at Thasos",,47.629161,-122.612883,,,,,,0
435,263,"Aegean at Delphi Loop",,47.624822,-122.612543,,,,,,0
436,264,"Sunset at Aegean",,47.623891,-122.607749,,,,,,0
437,265,"Sunset at McWilliams",,47.622180,-122.607736,,,,,,0
438,268,"McWilliams at Kariotis Mobile Home Park",,47.621419,-122.609285,,,,,,0
439,269,"McWilliams at Haneberg Ln",,47.621392,-122.616597,,,,,,0
440,270,"McWilliams at Johnson",,47.621385,-122.618047,,,,,,0
441,271,"McWilliams at Clover Blossom",,47.621409,-122.620073,,,,,,0
443,273,"Hwy 303 at Fuson",,47.614333,-122.628619,,,,,,0
444,280,"Hwy 303 at Bentley Dr",,47.626764,-122.628595,,,,,,0
445,281,"Fairgrounds at Hwy 303",,47.632301,-122.630660,,,,,,0
446,282,"Fairgrounds at Olympic Village Apts.",,47.632244,-122.633130,,,,,,0
447,283,"Fairgrounds at Old Military",,47.632317,-122.639379,,,,,,0
448,284,"Crossroads Park & Ride",,47.631283,-122.638289,,,,,,0
449,285,"Fairgrounds at Tanbark",,47.632320,-122.641754,,,,,,0
450,286,"Fairgrounds at Village Fair Apts.",,47.632462,-122.646374,,,,,,0
451,287,"Fairgrounds at Silver Pine",,47.632338,-122.648929,,,,,,0
452,288,"Central Valley at Lopez Ln",,47.633676,-122.650123,,,,,,0
453,289,"Central Valley at Conifer - Fairview Middle School",,47.636008,-122.650225,,,,,,0
454,290,"Central Valley at Conifer",,47.639243,-122.650235,,,,,,0
455,291,"Central Valley at Foster",,47.641466,-122.650080,,,,,,0
456,292,"Central Valley at Watson Ct",,47.644249,-122.650219,,,,,,0
457,293,"Central Valley at Meadow",,47.643890,-122.650414,,,,,,0
458,294,"Central Valley at Foster",,47.641231,-122.650389,,,,,,0
459,295,"Central Valley at Green Hill Ct",,47.638971,-122.650381,,,,,,0
460,296,"Central Valley at Fairview Middle School",,47.636714,-122.650333,,,,,,0
461,297,"Central Valley at Lopez",,47.633182,-122.650336,,,,,,0
462,298,"Fairgrounds across from Silver Pine",,47.632263,-122.648661,,,,,,0
463,299,"Fairgrounds at Village Fair Apts.",,47.632257,-122.646547,,,,,,0
465,3,"Old Wheaton Way at Harkins",,47.571293,-122.616905,,,,,,0
466,30,"Pine Rd at Sylvan Way",,47.594516,-122.640236,,,,,,0
467,300,"Fairgrounds at Falcon",,47.632214,-122.641625,,,,,,0
468,301,"Fairgrounds at Old Military",,47.632212,-122.638104,,,,,,0
469,302,"Fairgrounds at Olympic Village Apts.",,47.632201,-122.633289,,,,,,0
470,303,"Fairgrounds at Hwy 303",,47.632114,-122.629608,,,,,,0
471,304,"Hwy 303 at Bentley Dr (Walmart)",,47.625914,-122.629106,,,,,,0
472,305,"Hwy 303 at Dawn",,47.615739,-122.628975,,,,,,0
473,306,"Hwy 303 at Fuson",,47.614305,-122.628972,,,,,,0
474,307,"Hwy 303 at Franklin",,47.612048,-122.628926,,,,,,0
475,31,"Pine Rd at the Willows Retirement Apts.",,47.592360,-122.640401,,,,,,0
476,310,"National at Kitsap Way",,47.567746,-122.667572,,,,,,0
477,311,"Burwell at Pacific",,47.565098,-122.627202,,,,,,0
478,312,"Burwell at Park Ave",,47.565096,-122.630554,,,,,,0
479,314,"Burwell at Chester",,47.565112,-122.635875,,,,,,0
480,315,"Burwell at State",,47.565093,-122.637643,,,,,,0
481,316,"Burwell at Anoka",,47.565124,-122.639513,,,,,,0
482,317,"Burwell at High Ave",,47.565112,-122.641260,,,,,,0
483,318,"Burwell at Naval",,47.565189,-122.646972,,,,,,0
484,319,"Burwell at Bryan",,47.565621,-122.650594,,,,,,0
485,32,"Pine Rd at Magnolia Dr.",,47.590296,-122.640441,,,,,,0
486,320,"Burwell at Montgomery",,47.565621,-122.652704,,,,,,0
487,321,"Charleston at 1st St",,47.563626,-122.653443,,,,,,0
488,322,"Rodgers at Charleston",,47.560209,-122.654919,,,,,,0
489,323,"Lafayette at Patten",,47.560386,-122.656564,,,,,,0
490,324,"Arsenal at New Hope Circle",,47.561025,-122.660512,,,,,,0
491,325,"Marion at Emerald Bay Care",,47.562017,-122.662346,,,,,,0
492,326,"Marion at 1st (Renaissance High School)",,47.563558,-122.662417,,,,,,0
493,327,"Marion at Burwell",,47.565828,-122.662389,,,,,,0
494,328,"Marion at 6th St.",,47.567174,-122.662257,,,,,,0
495,329,"Adele at 11th St.",,47.569477,-122.662929,,,,,,0
496,33,"Pine Rd at Sheridan Rd",,47.588717,-122.640458,,,,,,0
497,331,"Bertha at 9th St.",,47.568975,-122.664138,,,,,,0
498,332,"Bertha at 6th St.",,47.567719,-122.664089,,,,,,0
499,333,"6th St. at Dora",,47.567416,-122.665629,,,,,,0
500,334,"National at Rite Aid",,47.567424,-122.667846,,,,,,0
501,335,"National at 1st - West Sound Tech Skills Center",,47.564098,-122.667849,,,,,,0
502,336,"National at Columbia",,47.561691,-122.667941,,,,,,0
503,337,"National at Arsenal",,47.559874,-122.667958,,,,,,0
504,338,"National at Loxie Eagans",,47.557011,-122.667906,,,,,,0
505,339,"Bremerton United Methodist Church P&R",,47.573015,-122.665921,,,,,,0
506,344,"McWilliams Park & Ride",,47.621427,-122.627394,,,,,,0
507,345,"Loxie Eagans at National",,47.558071,-122.669704,,,,,,0
508,346,"Werner at Auto Center Way (76 Station)",,47.558265,-122.675402,,,,,,0
509,347,"Auto Center Blvd at Monroe",,47.558992,-122.678219,,,,,,0
510,348,"Auto Center Blvd at Wilkes",,47.561054,-122.680197,,,,,,0
511,352,"Auto Center Way at Burwell",,47.564702,-122.680678,,,,,,0
512,353,"West Bremerton Transit Center (WBTC)",,47.566711,-122.683540,,,,,,0
513,354,"Auto Center Way at Burwell",,47.565019,-122.681155,,,,,,0
514,355,"Auto Center Way at 1st",,47.563317,-122.679365,,,,,,0
515,356,"Auto Center Way at Western Ave",,47.562313,-122.677416,,,,,,0
516,357,"Auto Center Way at Kean Blvd",,47.560377,-122.674615,,,,,,0
517,358,"Auto Center Blvd at Monroe",,47.559236,-122.678503,,,,,,0
518,361,"Union at Pendergast Park",,47.552777,-122.679686,,,,,,0
519,362,"3rd Ave at Sunn Fjord",,47.547565,-122.678749,,,,,,0
520,363,"Roosevelt at Humphrey",,47.550579,-122.677721,,,,,,0
521,364,"Roosevelt at Lansing",,47.550607,-122.676030,,,,,,0
522,365,"Roosevelt at Cottman",,47.552655,-122.674277,,,,,,0
523,366,"Roosevelt at Oyster Bay",,47.553961,-122.673471,,,,,,0
524,367,"Oyster Bay at Loxie Eagans",,47.557745,-122.674481,,,,,,0
525,372,"Werner at Auto Center Way",,47.558126,-122.676128,,,,,,0
526,373,"G St. at National",,47.555565,-122.667613,,,,,,0
527,374,"G St. at Charlotte",,47.555567,-122.664584,,,,,,0
528,375,"G St. at Marion",,47.555511,-122.662430,,,,,,0
529,376,"Summit at Merrill",,47.554688,-122.661334,,,,,,0
530,377,"Summit at Preble",,47.555612,-122.658240,,,,,,0
531,378,"Summit at Porter",,47.557055,-122.657193,,,,,,0
532,379,"Summit at Farragut",,47.558320,-122.657217,,,,,,0
533,38,"Wheaton Way at Sheridan",,47.589216,-122.629412,,,,,,0
534,380,"Summit at Rodgers",,47.559876,-122.657230,,,,,,0
535,381,"Rodgers at Cambrian",,47.560031,-122.656017,,,,,,0
536,382,"Charleston at Kitsap Transit",,47.561019,-122.654358,,,,,,0
537,383,"Charleston at 1st St",,47.563613,-122.653120,,,,,,0
538,384,"Burwell at Montgomery",,47.565460,-122.651629,,,,,,0
539,385,"Burwell at Bloomington",,47.565476,-122.650100,,,,,,0
540,386,"Burwell at Naval",,47.564981,-122.645756,,,,,,0
541,388,"Burwell at High Ave",,47.564967,-122.640667,,,,,,0
542,389,"Burwell at Anoka",,47.564962,-122.638918,,,,,,0
543,39,"Wheaton Way across from Dibb",,47.593106,-122.629428,,,,,,0
544,390,"Burwell at State",,47.564974,-122.637165,,,,,,0
545,391,"Burwell at Chester",,47.564978,-122.634734,,,,,,0
546,393,"Burwell at Park Ave",,47.564958,-122.630502,,,,,,0
547,394,"Pacific at 2nd St.",,47.564021,-122.627088,,,,,,0
548,395,"Washington at 6th St.",,47.567946,-122.623627,,,,,,0
549,396,"6th St at Park",,47.567413,-122.628817,,,,,,0
550,397,"6th St. at Warren",,47.567433,-122.633394,,,,,,0
551,398,"6th St. at Chester",,47.567385,-122.635443,,,,,,0
552,399,"6th St. at Veneta",,47.567423,-122.639070,,,,,,0
553,4,"Old Wheaton Way at E 14th St.",,47.572780,-122.617531,,,,,,0
554,400,"6th St. at High Ave",,47.567473,-122.640798,,,,,,0
555,401,"6th St. at Hewitt",,47.567459,-122.643732,,,,,,0
556,402,"6th St. at Naval",,47.567448,-122.646853,,,,,,0
557,403,"6th St. at Montgomery",,47.567517,-122.652624,,,,,,0
558,404,"Kitsap Way at 11th St.",,47.570130,-122.656217,,,,,,0
559,405,"Kitsap Way at 13th St.",,47.571775,-122.658352,,,,,,0
560,406,"Kitsap Way at Morgan Rd",,47.571566,-122.661753,,,,,,0
561,407,"Kitsap Way at Marine Dr.",,47.570567,-122.664254,,,,,,0
562,408,"Dora at Columbia Way",,47.562311,-122.666748,,,,,,0
563,409,"Arsenal at Bremerton Blvd",,47.560187,-122.670761,,,,,,0
564,41,"Wheaton Way at Dibb",,47.592316,-122.629668,,,,,,0
565,410,"Perry Ave at E. 19th St.",,47.578020,-122.613669,,,,,,0
566,411,"Lafayette at 2460",,47.584070,-122.656023,,,,,,0
567,412,"Callow at 11th St.",,47.571362,-122.653197,,,,,,0
568,413,"Lafayette at 26th",,47.585669,-122.655993,,,,,,0
569,414,"Bucklin Hill & Mickelberry",,47.650565,-122.682697,,,,,,0
570,415,"Suquamish Way at Purves Ave",,47.726158,-122.564249,,,,,,0
571,416,"Suquamish Way at Purves Ave",,47.726246,-122.564303,,,,,,0
572,417,"Geneva St at Augusta Ave",,47.733380,-122.552667,,,,,,0
573,418,"Winslow Way at Harbor Square",,47.624898,-122.512161,,,,,,0
574,419,"Miller Rd at Bay Hill",,47.668551,-122.553840,,,,,,0
575,42,"Wheaton Way at Sheridan",,47.589058,-122.629724,,,,,,0
576,420,"Hwy 305 at Vineyard Ln",,47.629965,-122.515633,,,,,,0
577,421,"Hwy 305 at High School Rd",,47.636068,-122.515331,,,,,,0
578,423,"Market Place at Home Depot",,47.760149,-122.661038,,,,,,0
579,424,"California at E Collins",,47.548444,-122.556658,,,,,,0
580,425,"California at Chester",,47.551933,-122.556626,,,,,,0
581,426,"Kitsap Way at Oyster Bay",,47.568104,-122.672719,,,,,,0
582,427,"Russell Rd at Oyster Bay Ave",,47.567093,-122.674752,,,,,,0
583,429,"Kitsap Way at Adele (Marine Dr.)",,47.570852,-122.663044,,,,,,0
584,430,"Kitsap Way near Burger King",,47.571447,-122.660936,,,,,,0
585,431,"Kitsap Way at 11th St.",,47.569351,-122.656079,,,,,,0
586,432,"Kitsap Way at N Cambrian",,47.568100,-122.655227,,,,,,0
587,433,"6th St. at Montgomery",,47.567308,-122.651432,,,,,,0
588,434,"6th St. at Naval",,47.567296,-122.645241,,,,,,0
589,435,"6th St. at Hewitt",,47.567315,-122.643074,,,,,,0
590,436,"6th St. at High Ave",,47.567291,-122.640514,,,,,,0
591,437,"6th St. at Veneta",,47.567284,-122.638695,,,,,,0
592,438,"6th St. at Chester",,47.567273,-122.635240,,,,,,0
593,439,"6th St. at Warren",,47.567244,-122.633171,,,,,,0
594,440,"Nels Nelson Rd & Huckle Dr",,47.644990,-122.661018,,,,,,0
595,441,"Bay Vista & Russell Rd",,47.565599,-122.677788,,,,,,0
596,442,"Austin Dr. at Snoqualmie",,47.588979,-122.698224,,,,,,0
597,443,"Austin Dr. at Bud Hawk Elementary",,47.591590,-122.697912,,,,,,0
598,444,"Austin Dr at Higbee",,47.593401,-122.697829,,,,,,0
599,445,"Austin Dr across from Erlands Pt. Apts.",,47.595654,-122.697567,,,,,,0
600,446,"Austin Dr at Erlands Point",,47.596591,-122.698109,,,,,,0
601,447,"Erlands Point at Lakehurst",,47.596473,-122.700377,,,,,,0
602,448,"Erlands Point at Fairway Lane Condos",,47.596400,-122.703311,,,,,,0
603,449,"Chico Way at Erlands Point",,47.596564,-122.709162,,,,,,0
604,450,"Chico Way at Chico Child Care",,47.598357,-122.709210,,,,,,0
605,451,"Chico Way at Crosspoint Academy",,47.600609,-122.709354,,,,,,0
606,452,"Erlands Point at Chico",,47.596151,-122.707551,,,,,,0
607,453,"Austin Dr at Higbee",,47.593274,-122.697589,,,,,,0
608,455,"Hwy 305 at Hostmark",,47.733962,-122.636883,,,,,,0
609,456,"Wycoff Midblock (2137)",,47.581457,-122.654438,,,,,,0
610,457,"Pacific at 6th St.",,47.567431,-122.627028,,,,,,0
611,458,"Pacific at ML King Way",,47.568013,-122.626901,,,,,,0
612,459,"Pacific at 9th St.",,47.569915,-122.626890,,,,,,0
613,460,"Broadway at 16th St.",,47.575327,-122.633813,,,,,,0
614,461,"Broadway at 13th St.",,47.572877,-122.634336,,,,,,0
615,462,"13th St. at Lincoln",,47.572884,-122.636593,,,,,,0
616,463,"13th St. at Sidney (Bremerton High School)",,47.572912,-122.639780,,,,,,0
617,464,"15th St. at High Ave",,47.574657,-122.641350,,,,,,0
618,465,"15th St. at Pennsylvania",,47.574680,-122.642774,,,,,,0
619,466,"15th St. at Naval",,47.574695,-122.645743,,,,,,0
620,467,"Naval at 15th St.",,47.575594,-122.646269,,,,,,0
621,468,"Naval at 19th St. (Sea Brim Apts)",,47.577549,-122.646315,,,,,,0
622,469,"19th St. at Olympic",,47.578395,-122.647885,,,,,,0
623,47,"Pine Rd at Sheridan Rd",,47.588574,-122.640253,,,,,,0
624,470,"19th St. at Rainier",,47.578390,-122.650960,,,,,,0
625,471,"Snyder at 19th St.",,47.578998,-122.651644,,,,,,0
626,472,"Snyder at 24th St.",,47.581885,-122.651622,,,,,,0
627,473,"Snyder at 25th St.",,47.584145,-122.651634,,,,,,0
628,474,"Wycoff at 25th St.",,47.583896,-122.654025,,,,,,0
629,475,"Wycoff at 24th St.",,47.582495,-122.653957,,,,,,0
630,476,"Wycoff at 21st St.",,47.579971,-122.654434,,,,,,0
631,477,"Wycoff at 19th St.",,47.578532,-122.654472,,,,,,0
632,478,"Wycoff at 17th St.",,47.576546,-122.654420,,,,,,0
633,479,"Wycoff at 15th St.",,47.575107,-122.654422,,,,,,0
634,48,"Pine Rd at Magnolia Dr.",,47.590208,-122.640306,,,,,,0
635,480,"Callow at 15th St.",,47.574266,-122.653494,,,,,,0
636,481,"Callow at 13th St.",,47.573009,-122.653413,,,,,,0
637,482,"11th St at Callow",,47.570946,-122.652722,,,,,,0
638,483,"Kitsap Way at Oyster Bay",,47.568330,-122.673762,,,,,,0
639,484,"Kitsap Way at Ostrich Bay Ave.",,47.569334,-122.679523,,,,,,0
640,485,"Kitsap Way at Shorewood Dr.",,47.569467,-122.681342,,,,,,0
641,486,"11th St. at Callow",,47.571118,-122.653724,,,,,,0
642,487,"Callow at 13th St.",,47.572651,-122.653208,,,,,,0
643,488,"Callow at 15th St.",,47.574463,-122.653183,,,,,,0
644,489,"Wycoff at 15th St.",,47.574937,-122.654330,,,,,,0
645,49,"Pine Rd at the Willows Retirement Apts.",,47.592365,-122.640158,,,,,,0
646,490,"Wycoff at 17th St.",,47.576523,-122.654329,,,,,,0
647,491,"Wycoff at 19th St.",,47.578163,-122.654353,,,,,,0
648,492,"Wycoff at 21st St.",,47.580185,-122.654322,,,,,,0
649,493,"Wycoff at 24th St.",,47.582359,-122.653824,,,,,,0
650,494,"Wycoff at 25th St.",,47.584183,-122.653778,,,,,,0
651,495,"25th St. at Snyder",,47.584201,-122.652370,,,,,,0
652,496,"Snyder at 24th St.",,47.581408,-122.651773,,,,,,0
653,497,"Snyder at 19th St.",,47.578496,-122.651751,,,,,,0
654,498,"19th St. at Rainier",,47.578309,-122.650344,,,,,,0
655,499,"19th St. at Olympic",,47.578282,-122.647498,,,,,,0
656,5,"Old Wheaton Way at Parkside Dr",,47.574904,-122.618288,,,,,,0
657,50,"Sheridan Rd at Pine Ridge Apts",,47.593237,-122.640043,,,,,,0
658,500,"Naval at 19th St.",,47.577238,-122.646410,,,,,,0
659,501,"Naval at 15th St.",,47.575529,-122.646338,,,,,,0
660,502,"15th St. at Henry",,47.574589,-122.645308,,,,,,0
661,503,"15th St. at Thompson",,47.574593,-122.643345,,,,,,0
662,504,"15th St. at High Ave",,47.574609,-122.641116,,,,,,0
663,505,"13th St. at Sidney (Bremerton High School)",,47.572774,-122.639484,,,,,,0
664,506,"13th St. at Lincoln",,47.572792,-122.636114,,,,,,0
665,507,"Bethel at Stellar Motel",,47.533608,-122.628979,,,,,,0
666,508,"13th St. at Broadway",,47.572798,-122.633658,,,,,,0
667,509,"11th St. at Park",,47.570949,-122.630966,,,,,,0
668,51,"Pine Rd at Sylvan Way (Tik Apts)",,47.595128,-122.640078,,,,,,0
669,510,"11th St. at Pacific",,47.570972,-122.627471,,,,,,0
670,511,"Pacific at 9th St.",,47.569914,-122.627026,,,,,,0
671,513,"Austin Dr. at Cascade Pass",,47.583093,-122.696345,,,,,,0
672,514,"Austin Dr. at Cascade Pass",,47.583245,-122.696442,,,,,,0
673,515,"Austin Dr. at Snoqualmie",,47.589236,-122.698030,,,,,,0
674,517,"Madison at Manitou Beach",,47.654019,-122.521313,,,,,,0
675,518,"Austin Dr. at Bud Hawk Elementary",,47.591426,-122.698101,,,,,,0
676,521,"Austin Dr at Erlands Pt. Apts.",,47.595758,-122.697432,,,,,,0
677,522,"Austin Dr at Erlands Point",,47.596754,-122.697905,,,,,,0
678,523,"Erlands Point at Lakehurst",,47.596567,-122.700551,,,,,,0
679,524,"Erlands Point across from Fairway Lane Condos",,47.596534,-122.703196,,,,,,0
680,525,"Chico Way just past Hwy 3",,47.606183,-122.709016,,,,,,0
681,526,"Chico Way at Meredith",,47.611072,-122.710588,,,,,,0
682,527,"Chico Way at Eldorado",,47.614387,-122.710344,,,,,,0
683,528,"Chico Way at Dorado Ln",,47.615934,-122.710070,,,,,,0
684,529,"Chico Way at Braemar Dr.",,47.621878,-122.708579,,,,,,0
685,530,"Chico Way at 7074",,47.626482,-122.707340,,,,,,0
686,531,"Chico Way at Newport Ct.",,47.628702,-122.706192,,,,,,0
687,532,"Chico Way at Holly Park Dr.",,47.633974,-122.703546,,,,,,0
688,533,"Chico Way at Christ the King",,47.636505,-122.702257,,,,,,0
689,534,"Silverdale Way at Knute Ln.",,47.638602,-122.701358,,,,,,0
690,535,"Silverdale Way at Byron",,47.644920,-122.699073,,,,,,0
691,537,"Silverdale Way at Linder Way",,47.649378,-122.695056,,,,,,0
692,538,"Kitsap Mall Blvd at Plaza Rd",,47.656643,-122.693174,,,,,,0
693,539,"Grand at Park",,47.633166,-122.497355,,,,,,0
694,540,"Kitsap Mall Blvd at Poplars Ave (Towne Centre)",,47.654762,-122.693089,,,,,,0
695,541,"Silverdale Way at Poplars",,47.651654,-122.693031,,,,,,0
696,542,"Silverdale Way at Linder Way",,47.648902,-122.695971,,,,,,0
697,543,"Silverdale Way at Byron",,47.644850,-122.699409,,,,,,0
698,544,"Silverdale Way at Knute Ln.",,47.638464,-122.701588,,,,,,0
699,545,"Chico Way at Christ the King",,47.636231,-122.702554,,,,,,0
700,546,"Chico Way at Holly Park Dr.",,47.633807,-122.703798,,,,,,0
701,547,"Chico Way at Newport Ct.",,47.628606,-122.706432,,,,,,0
702,548,"Chico Way at 7031 Chico",,47.625981,-122.707771,,,,,,0
703,549,"Chico Way at Braemar Dr.",,47.621482,-122.708929,,,,,,0
704,550,"Chico Way at Dorado Ln",,47.616129,-122.710260,,,,,,0
705,551,"Chico Way at Eldorado",,47.613755,-122.710668,,,,,,0
706,552,"Chico Way at Meredith",,47.610755,-122.710811,,,,,,0
707,553,"Chico Way at the Fire Station",,47.600097,-122.709528,,,,,,0
708,554,"Chico Way across from Chico Child Care",,47.598250,-122.709433,,,,,,0
710,556,"Lynwood Center",,47.606084,-122.547178,,,,,,0
711,557,"Blakely at Bucklin",,47.621394,-122.541346,,,,,,0
712,558,"Wyatt Way at Grow",,47.628486,-122.525187,,,,,,0
713,559,"Evergreen at Fort Ward",,47.578751,-122.522281,,,,,,0
714,560,"Ostrich Bay at Winco",,47.568254,-122.680630,,,,,,0
715,561,"Bay Vista Blvd at Driftwood",,47.566838,-122.679926,,,,,,0
716,562,"Bay Vista Blvd at Driftwood",,47.567115,-122.680012,,,,,,0
717,563,"Wycoff Midblock (2137)",,47.581450,-122.654322,,,,,,0
718,564,"Austin Dr & Kitsap Way",,47.578319,-122.694030,,,,,,0
719,565,"Kitsap Way across from 5700",,47.577841,-122.691726,,,,,,0
720,566,"Kitsap Way at Baymont",,47.573415,-122.688954,,,,,,0
721,567,"Kitsap way across from Crawford",,47.572159,-122.688355,,,,,,0
722,568,"Kitsap Way at Auto Center Way",,47.569635,-122.686076,,,,,,0
723,569,"Warren at 5th St.",,47.566225,-122.633029,,,,,,0
724,570,"Warren at 14th St.",,47.573917,-122.632784,,,,,,0
725,571,"26th at Veldee Ave",,47.585720,-122.654561,,,,,,0
726,572,"Randall at Wellington Apts.",,47.654734,-122.695669,,,,,,0
727,573,"Randall at Silvercrest Apts.",,47.652322,-122.695629,,,,,,0
728,574,"Randall at Danwood Ln.",,47.651467,-122.695628,,,,,,0
729,576,"Silverdale Way at Munson St.",,47.646746,-122.698241,,,,,,0
730,58,"Sheridan Rd at Lebo Blvd (The Heights)",,47.587231,-122.645249,,,,,,0
731,581,"Bucklin Hill at Best Western",,47.650472,-122.690565,,,,,,0
732,582,"Bucklin Hill at Silverdale Plaza (Old Mill Park)",,47.650508,-122.688254,,,,,,0
733,583,"Silverdale Way at Poplars",,47.652565,-122.691656,,,,,,0
734,585,"Myhre at Enterprise",,47.653291,-122.676864,,,,,,0
735,586,"Myhre at St. Michael Medical Center",,47.655975,-122.676819,,,,,,0
736,587,"Myhre at Salmon Building",,47.659250,-122.677787,,,,,,0
737,588,"Myhre at Mickelberry",,47.659776,-122.681827,,,,,,0
738,589,"Myhre at All Star Lanes",,47.659571,-122.684404,,,,,,0
739,59,"Lebo Blvd at Oak",,47.585885,-122.644045,,,,,,0
740,590,"Silverdale Way at Munson",,47.646501,-122.698140,,,,,,0
741,591,"Kitsap Way at Auto Center Way",,47.570057,-122.686397,,,,,,0
742,592,"Kitsap Way at Crawford",,47.571945,-122.687875,,,,,,0
743,593,"Kitsap Way at Baymont",,47.573865,-122.688759,,,,,,0
744,594,"Kitsap Way at 5700",,47.577878,-122.691274,,,,,,0
745,595,"Austin Dr at Kitsap Way",,47.578659,-122.693760,,,,,,0
746,596,"Randall Way at Kitsap Mall",,47.660655,-122.690412,,,,,,0
747,597,"Miller Bay at Soundview",,47.740862,-122.553473,,,,,,0
748,598,"Augusta at Winfred",,47.736988,-122.552535,,,,,,0
749,599,"Division Ave at Center St",,47.731781,-122.558362,,,,,,0
750,6,"Old Wheaton Way at E. 18th St.",,47.576917,-122.619957,,,,,,0
751,60,"Lebo Blvd at Apple St",,47.585651,-122.641981,,,,,,0
752,604,"Ridgetop at Gallery",,47.683476,-122.670620,,,,,,0
753,605,"Ridgetop at Plateau",,47.678799,-122.671297,,,,,,0
754,606,"Ridgetop at Ridgepoint (North)",,47.675018,-122.669144,,,,,,0
755,607,"Ridgetop at Pinnacle",,47.674453,-122.668179,,,,,,0
756,608,"Ridgetop at Tahoe",,47.671053,-122.666409,,,,,,0
757,609,"Ridgetop at Ridgepoint (South)",,47.669615,-122.667573,,,,,,0
758,61,"Lebo Blvd at Hefner (Lion's Park)",,47.585340,-122.640562,,,,,,0
